id,gender,age_group,goc
12644,Men,Older,High
12645,Men,Young,Low
12646,Women,Middle,Low
12647,Women,Middle,Low
12648,Men,Older,High
12649,Men,Young,Low
12650,Women,Middle,High
12651,Men,Young,Low
12652,Men,Young,Low
12653,Men,Young,Mid
12654,Men,Middle,Low
12655,Men,Older,High
12656,Men,Young,Low
12657,Men,Older,High
12658,Men,Middle,Low
12659,Men,Middle,Mid
12660,Women,Middle,Low
12661,Men,Older,Mid
12662,Men,Young,Low
12663,Men,Young,Mid
12664,Men,Older,High
12665,Men,Young,Low
12666,Men,Older,Mid
12667,Men,Young,Low
12668,Men,Middle,Low
12669,Men,Older,Mid
12670,Men,Older,High
12671,Men,Middle,Low
12672,Men,Middle,Mid
12673,Women,Middle,High
12674,Men,Young,High
12675,Men,Middle,Mid
12676,Women,Middle,Mid
12677,Men,Young,Mid
12678,Women,Middle,Low
12679,Men,Middle,High
12680,Women,Middle,High
12681,Men,Young,Low
12682,Men,Older,Mid
12683,Men,Young,Low
12684,Men,Middle,Mid
12685,Men,Older,Low
12686,Men,Middle,High
12687,Men,Older,High
12688,Men,Middle,Low
12689,Men,Young,Low
12690,Men,Middle,Low
12691,Women,Middle,Mid
12692,Men,Older,Mid
12693,Men,Young,Low
12694,Men,Older,Low
12695,Men,Older,Mid
12696,Women,Middle,Low
12697,Men,Middle,High
12698,Women,Middle,Low
12699,Men,Young,Mid
12700,Women,Middle,Mid
12701,Women,Middle,Low
12702,Men,Young,Mid
12703,Men,Middle,Low
12704,Men,Older,High
12705,Men,Older,High
12706,Men,Older,Mid
12707,Men,Older,Mid
12708,Men,Older,Mid
12709,Women,Middle,Mid
12710,Men,Middle,Low
12711,Men,Older,Low
12712,Men,Young,Low
12713,Men,Young,Low
12714,Men,Older,High
12715,Men,Middle,Low
12716,Men,Older,Mid
12717,Women,Middle,Low
12718,Men,Older,Low
12719,Men,Older,High
12720,Men,Young,Low
12721,Men,Older,High
12722,Women,Middle,High
12723,Men,Middle,Low
12724,Men,Young,Low
12725,Men,Older,High
12726,Men,Young,Low
12727,Women,Middle,Mid
12728,Men,Middle,Low
12729,Men,Middle,Low
12730,Women,Middle,Mid
12731,Men,Young,Mid
12732,Men,Older,High
12733,Men,Older,Low
12734,Men,Middle,High
12735,Men,Young,Low
12736,Men,Young,Mid
12737,Men,Older,Mid
12738,Men,Young,Low
12739,Men,Young,High
12740,Men,Older,Mid
12741,Men,Older,Low
12742,Men,Older,Low
12743,Men,Older,Low
12744,Men,Young,Low
12745,Men,Middle,Mid
12746,Men,Young,Low
12747,Men,Middle,High
12748,Men,Middle,Low
12749,Men,Older,High
12750,Men,Older,Low
12751,Men,Older,Mid
12752,Women,Middle,High
12753,Men,Middle,Low
12754,Women,Middle,Mid
12755,Women,Middle,Mid
12756,Men,Older,Low
12757,Women,Middle,Mid
12758,Women,Middle,Mid
12759,Men,Middle,Low
12760,Men,Older,Low
12761,Men,Young,Mid
12762,Men,Middle,Mid
12763,Men,Older,Low
12764,Men,Middle,Low
12765,Men,Older,High
12766,Men,Young,Low
12767,Men,Young,High
12768,Men,Older,Mid
12769,Women,Middle,High
12770,Men,Middle,High
12771,Women,Middle,Low
12772,Women,Middle,Low
12773,Men,Middle,Mid
12774,Men,Young,Mid
12775,Men,Older,Mid
12776,Men,Young,Low
12777,Men,Young,High
12778,Men,Young,Low
12779,Men,Older,Mid
12780,Men,Older,Mid
12781,Men,Young,Mid
12782,Men,Older,High
12783,Men,Older,Mid
12784,Men,Older,Low
12785,Men,Older,Low
12786,Men,Older,Mid
12787,Women,Middle,Low
12788,Men,Older,Low
12789,Women,Middle,Mid
12790,Men,Young,Low
12791,Men,Middle,Mid
12792,Women,Middle,Mid
12793,Men,Older,Low
12794,Men,Young,High
12795,Men,Older,Mid
12796,Men,Older,Low
12797,Men,Middle,Mid
12798,Women,Middle,High
12799,Men,Older,High
12800,Women,Middle,Low
12801,Men,Older,High
12802,Men,Older,Low
12803,Men,Young,High
12804,Men,Young,Low
12805,Men,Older,Mid
12806,Men,Middle,High
12807,Men,Older,Low
12808,Men,Young,Low
12809,Men,Young,Low
12810,Men,Young,Mid
12811,Men,Older,Low
12812,Men,Young,Low
12813,Women,Middle,Mid
12814,Men,Middle,Low
12815,Women,Middle,Low
12816,Men,Older,Low
12817,Men,Older,High
12818,Women,Middle,Low
12819,Men,Young,Mid
12820,Women,Middle,Low
12821,Men,Older,High
12822,Women,Middle,Low
12823,Women,Middle,Mid
12824,Men,Older,High
12825,Men,Older,Mid
12826,Men,Middle,Low
12827,Men,Older,High
12828,Men,Young,Low
12829,Women,Middle,Low
12830,Men,Young,Mid
12831,Women,Middle,Mid
12832,Men,Older,Low
12833,Men,Older,Low
12834,Men,Older,Mid
12835,Men,Older,Mid
12836,Men,Young,Low
12837,Men,Young,Mid
12838,Men,Young,Low
12839,Men,Older,Mid
12840,Men,Older,Low
12841,Women,Middle,Mid
12842,Men,Older,Mid
12843,Men,Older,High
12844,Men,Young,Low
12845,Men,Older,Low
12846,Men,Middle,High
12847,Women,Middle,Low
12848,Men,Middle,Mid
12849,Men,Young,Low
12850,Men,Middle,Mid
12851,Men,Middle,Low
12852,Women,Middle,Mid
12853,Men,Young,Low
12854,Men,Young,Low
12855,Women,Middle,Mid
12856,Women,Middle,Low
12857,Men,Older,High
12858,Men,Middle,High
12859,Women,Middle,Mid
12860,Men,Older,Low
12861,Men,Middle,Low
12862,Women,Middle,Low
12863,Men,Young,Mid
12864,Men,Young,Low
12865,Women,Middle,Mid
12866,Men,Older,Low
12867,Men,Young,Low
12868,Men,Older,Mid
12869,Women,Middle,Low
12870,Men,Middle,Low
12871,Women,Middle,Mid
12872,Men,Older,Mid
12873,Men,Young,Low
12874,Men,Older,Mid
12875,Men,Older,Mid
12876,Men,Older,High
12877,Women,Middle,Mid
12878,Women,Middle,High
12879,Men,Young,Mid
12880,Men,Older,Low
12881,Men,Middle,Mid
12882,Men,Older,High
12883,Men,Young,Low
12884,Women,Middle,High
12885,Men,Young,Low
12886,Men,Older,Mid
12887,Men,Older,High
12888,Women,Middle,Low
12889,Men,Middle,Low
12890,Men,Older,Mid
12891,Men,Middle,Mid
12892,Men,Middle,High
12893,Men,Young,Low
12894,Men,Older,Low
12895,Men,Young,Low
12896,Men,Middle,Low
12897,Men,Older,Mid
12898,Men,Middle,Low
12899,Men,Young,Low
12900,Men,Young,High
12901,Women,Middle,High
12902,Men,Older,Mid
12903,Women,Middle,Low
12904,Men,Older,Mid
12905,Men,Older,High
12906,Men,Young,Low
12907,Men,Older,High
12908,Men,Older,Low
12909,Men,Older,High
12910,Men,Young,High
12911,Men,Middle,Mid
12912,Women,Middle,Low
12913,Men,Young,Low
12914,Men,Older,Low
12915,Men,Older,Mid
12916,Women,Middle,Mid
12917,Women,Middle,Low
12918,Men,Older,Mid
12919,Men,Older,Low
12920,Men,Older,Mid
12921,Men,Middle,Low
12922,Men,Young,Low
12923,Men,Young,Low
12924,Women,Middle,Low
12925,Women,Middle,Low
12926,Men,Young,Low
12927,Men,Young,Low
12928,Men,Older,High
12929,Men,Young,Low
12930,Men,Older,Mid
12931,Men,Young,Low
12932,Men,Older,Mid
12933,Men,Middle,Mid
12934,Men,Older,High
12935,Men,Older,Mid
12936,Women,Middle,Low
12937,Men,Middle,Mid
12938,Women,Middle,High
12939,Men,Young,High
12940,Men,Middle,Low
12941,Women,Middle,Mid
12942,Men,Young,Low
12943,Men,Middle,High
12944,Men,Older,Mid
12945,Men,Middle,Low
12946,Men,Young,Mid
12947,Men,Young,Low
12948,Men,Older,Low
12949,Men,Middle,Low
12950,Men,Young,Mid
12951,Men,Older,High
12952,Men,Older,Mid
12953,Men,Older,High
12954,Men,Young,Low
12955,Men,Older,Low
12956,Men,Young,High
12957,Men,Older,Mid
12958,Men,Young,Mid
12959,Men,Older,Low
12960,Men,Older,Low
12961,Men,Older,Low
12962,Men,Older,Low
12963,Men,Older,Mid
12964,Men,Older,Mid
12965,Women,Middle,Low
12966,Men,Young,Low
12967,Women,Middle,Mid
12968,Men,Young,High
12969,Women,Middle,Mid
12970,Women,Middle,High
12971,Men,Older,Mid
12972,Men,Middle,Low
12973,Men,Older,Low
12974,Men,Older,Low
12975,Men,Middle,Mid
12976,Women,Middle,Mid
12977,Men,Young,Mid
12978,Men,Young,High
12979,Men,Older,Low
12980,Men,Middle,Mid
12981,Men,Older,High
12982,Men,Young,High
12983,Men,Young,Low
12984,Women,Middle,Low
12985,Women,Middle,Mid
12986,Men,Middle,Mid
12987,Men,Middle,High
12988,Women,Middle,Low
12989,Men,Young,Mid
12990,Men,Young,Low
12991,Women,Middle,Low
12992,Men,Young,Low
12993,Men,Middle,Mid
12994,Women,Middle,High
12995,Women,Middle,High
12996,Men,Older,High
12997,Men,Middle,Mid
12998,Men,Older,Mid
12999,Men,Young,High
13000,Men,Older,Mid
13001,Men,Older,High
13002,Men,Middle,Low
13003,Men,Older,Low
13004,Men,Middle,Low
13005,Men,Middle,Low
13006,Men,Young,Mid
13007,Men,Older,Mid
13008,Men,Middle,High
13009,Men,Older,Low
13010,Men,Young,Mid
13011,Men,Young,Low
13012,Women,Middle,Low
13013,Men,Older,Low
13014,Men,Middle,Low
13015,Men,Older,Low
13016,Women,Middle,Low
13017,Men,Older,Mid
13018,Men,Older,Mid
13019,Men,Young,Low
13020,Men,Young,High
13021,Men,Middle,Mid
13022,Men,Middle,High
13023,Men,Young,Low
13024,Men,Young,Low
13025,Men,Older,Low
13026,Men,Older,Low
13027,Women,Middle,High
13028,Men,Older,Mid
13029,Men,Young,Mid
13030,Men,Older,High
13031,Men,Young,Low
13032,Women,Middle,High
13033,Men,Older,High
13034,Men,Young,Mid
13035,Men,Older,High
13036,Women,Middle,Low
13037,Men,Young,Low
13038,Women,Middle,Low
13039,Men,Older,Mid
13040,Women,Middle,High
13041,Men,Young,Low
13042,Men,Young,Low
13043,Men,Older,Mid
13044,Men,Middle,Mid
13045,Men,Older,High
13046,Men,Young,Low
13047,Men,Middle,High
13048,Women,Middle,Mid
13049,Men,Young,High
13050,Men,Young,Mid
13051,Men,Young,Mid
13052,Men,Older,Mid
13053,Women,Middle,Mid
13054,Women,Middle,Mid
13055,Men,Older,Low
13056,Men,Older,High
13057,Men,Young,Low
13058,Women,Middle,Low
13059,Women,Middle,High
13060,Women,Middle,High
13061,Men,Middle,Low
13062,Women,Middle,Low
13063,Men,Young,Mid
13064,Men,Older,High
13065,Men,Young,High
13066,Men,Middle,Low
13067,Women,Middle,Low
13068,Men,Young,Mid
13069,Men,Middle,Low
13070,Men,Older,Mid
13071,Men,Older,Mid
13072,Men,Middle,Low
13073,Men,Middle,Low
13074,Men,Young,Mid
13075,Men,Older,Low
13076,Men,Older,Mid
13077,Women,Middle,Low
13078,Women,Middle,High
13079,Men,Young,Low
13080,Men,Young,Low
13081,Men,Middle,High
13082,Men,Young,Low
13083,Women,Middle,Low
13084,Men,Young,Low
13085,Men,Young,Low
13086,Men,Young,High
13087,Men,Young,Low
13088,Men,Young,Low
13089,Men,Older,High
13090,Men,Middle,Mid
13091,Men,Young,Low
13092,Men,Older,High
13093,Men,Middle,High
13094,Men,Older,High
13095,Women,Middle,Low
13096,Men,Middle,High
13097,Men,Young,Low
13098,Women,Middle,High
13099,Men,Young,Mid
13100,Men,Older,High
13101,Women,Middle,Mid
13102,Men,Young,High
13103,Men,Older,Mid
13104,Women,Middle,Low
13105,Women,Middle,Mid
13106,Men,Young,High
13107,Men,Older,Mid
13108,Men,Young,Mid
13109,Men,Middle,Low
13110,Men,Middle,High
13111,Men,Older,Low
13112,Men,Older,High
13113,Men,Middle,High
13114,Men,Young,Mid
13115,Men,Young,Low
13116,Men,Older,Low
13117,Women,Middle,High
13118,Men,Older,High
13119,Women,Middle,Low
13120,Men,Older,Mid
13121,Men,Older,High
13122,Men,Young,Low
13123,Men,Young,Low
13124,Women,Middle,Mid
13125,Men,Young,Low
13126,Men,Older,Low
13127,Men,Older,Mid
13128,Men,Older,Mid
13129,Men,Older,High
13130,Women,Middle,Low
13131,Men,Young,Low
13132,Men,Middle,Mid
13133,Men,Middle,Mid
13134,Men,Middle,Low
13135,Men,Young,Low
13136,Men,Older,Low
13137,Men,Older,High
13138,Men,Older,High
13139,Men,Older,Low
13140,Men,Young,Low
13141,Men,Older,High
13142,Women,Middle,Low
13143,Men,Young,High
13144,Women,Middle,High
13145,Men,Middle,Mid
13146,Men,Older,Low
13147,Men,Young,Low
13148,Women,Middle,High
13149,Men,Young,Low
13150,Men,Middle,Low
13151,Men,Older,High
13152,Men,Middle,Low
13153,Women,Middle,Low
13154,Men,Older,Low
13155,Men,Older,Mid
13156,Women,Middle,Low
13157,Women,Middle,Low
13158,Men,Young,Mid
13159,Men,Older,Low
13160,Men,Young,Low
13161,Women,Middle,Low
13162,Men,Young,Low
13163,Women,Middle,Mid
13164,Men,Middle,Low
13165,Women,Middle,Low
13166,Men,Older,Mid
13167,Men,Older,High
13168,Women,Middle,Mid
13169,Men,Older,Mid
13170,Men,Older,High
13171,Men,Older,Mid
13172,Men,Young,Low
13173,Men,Middle,High
13174,Men,Older,Mid
13175,Men,Older,Low
13176,Men,Young,High
13177,Men,Middle,High
13178,Men,Young,Low
13179,Men,Young,Mid
13180,Men,Young,High
13181,Men,Young,Mid
13182,Men,Older,Mid
13183,Men,Young,Low
13184,Men,Older,Low
13185,Men,Middle,High
13186,Men,Older,Mid
13187,Women,Middle,Mid
13188,Men,Young,Mid
13189,Women,Middle,Low
13190,Men,Middle,Mid
13191,Men,Young,Low
13192,Men,Older,Low
13193,Men,Young,Mid
13194,Men,Young,Mid
13195,Men,Older,Low
13196,Men,Middle,Low
13197,Men,Young,Low
13198,Men,Older,Low
13199,Men,Young,Mid
13200,Men,Older,Low
13201,Men,Older,High
13202,Men,Young,Low
13203,Men,Young,Mid
13204,Men,Young,Mid
13205,Men,Older,High
13206,Men,Older,Mid
13207,Men,Young,Mid
13208,Women,Middle,Low
13209,Men,Young,Low
13210,Men,Middle,Mid
13211,Men,Young,Low
13212,Men,Older,Mid
13213,Men,Young,Low
13214,Women,Middle,Low
13215,Men,Young,High
13216,Men,Young,Low
13217,Men,Older,Mid
13218,Men,Young,Mid
13219,Men,Young,Mid
13220,Men,Middle,Low
13221,Men,Young,High
13222,Men,Older,Mid
13223,Men,Middle,Low
13224,Men,Older,Low
13225,Men,Middle,Mid
13226,Men,Young,Mid
13227,Men,Older,High
13228,Men,Middle,Low
13229,Men,Older,Low
13230,Men,Young,Low
13231,Men,Older,High
13232,Men,Older,Low
13233,Men,Older,High
13234,Men,Young,High
13235,Men,Older,Mid
13236,Men,Young,Low
13237,Men,Young,Mid
13238,Men,Older,Low
13239,Men,Older,High
13240,Men,Young,Mid
13241,Women,Middle,Mid
13242,Women,Middle,Low
13243,Women,Middle,Low
13244,Men,Older,Low
13245,Women,Middle,Low
13246,Men,Middle,Mid
13247,Men,Young,Low
13248,Men,Middle,High
13249,Men,Middle,Mid
13250,Men,Young,High
13251,Women,Middle,High
13252,Men,Young,Low
13253,Men,Young,Low
13254,Men,Young,High
13255,Men,Middle,Low
13256,Men,Older,High
13257,Men,Young,Mid
13258,Men,Older,Low
13259,Women,Middle,Mid
13260,Men,Young,Low
13261,Men,Older,High
13262,Men,Older,Low
13263,Women,Middle,Low
13264,Men,Older,Mid
13265,Women,Middle,Mid
13266,Men,Older,Mid
13267,Men,Older,Low
13268,Men,Older,Low
13269,Men,Young,Low
13270,Men,Older,Low
13271,Women,Middle,High
13272,Men,Young,Low
13273,Women,Middle,Low
13274,Men,Young,Mid
13275,Women,Middle,Mid
13276,Men,Older,Low
13277,Men,Older,Mid
13278,Men,Young,Low
13279,Men,Middle,Mid
13280,Men,Young,Mid
13281,Men,Older,Mid
13282,Women,Middle,Mid
13283,Men,Older,High
13284,Men,Older,Mid
13285,Men,Middle,Low
13286,Men,Older,Mid
13287,Men,Older,Low
13288,Men,Older,Low
13289,Women,Middle,Mid
13290,Men,Older,Low
13291,Men,Older,High
13292,Men,Young,Low
13293,Men,Young,High
13294,Men,Middle,Low
13295,Men,Older,High
13296,Men,Young,Mid
13297,Men,Older,High
13298,Men,Young,High
13299,Men,Older,Low
13300,Men,Older,Low
13301,Women,Middle,Low
13302,Men,Older,High
13303,Men,Older,Mid
13304,Men,Older,Mid
13305,Men,Young,Low
13306,Men,Older,High
13307,Men,Young,Low
13308,Women,Middle,Low
13309,Men,Older,High
13310,Men,Older,High
13311,Men,Older,Mid
13312,Men,Older,Low
13313,Women,Middle,Low
13314,Men,Older,Low
13315,Men,Middle,Mid
13316,Men,Young,Low
13317,Women,Middle,High
13318,Men,Young,Low
13319,Men,Older,Low
13320,Men,Older,Low
13321,Men,Middle,High
13322,Men,Middle,High
13323,Men,Older,Low
13324,Men,Middle,Mid
13325,Women,Middle,Low
13326,Men,Young,Low
13327,Men,Older,High
13328,Men,Middle,Low
13329,Men,Older,Mid
13330,Men,Young,Mid
13331,Men,Older,Low
13332,Men,Young,High
13333,Women,Middle,High
13334,Men,Middle,Low
13335,Men,Older,Mid
13336,Men,Young,High
13337,Men,Middle,Low
13338,Men,Young,Mid
13339,Women,Middle,High
13340,Men,Young,Mid
13341,Men,Older,Mid
13342,Men,Young,Low
13343,Men,Older,Mid
13344,Women,Middle,Low
13345,Men,Older,Mid
13346,Men,Middle,Mid
13347,Women,Middle,High
13348,Women,Middle,Low
13349,Men,Young,Low
13350,Men,Young,Low
13351,Men,Young,Low
13352,Men,Older,High
13353,Men,Older,Low
13354,Men,Young,Mid
13355,Men,Young,Low
13356,Women,Middle,Mid
13357,Men,Middle,High
13358,Men,Middle,High
13359,Men,Older,Mid
13360,Men,Young,High
13361,Men,Young,Low
13362,Men,Young,Low
13363,Men,Older,Mid
13364,Men,Young,Low
13365,Men,Older,Low
13366,Men,Older,Mid
13367,Men,Young,Mid
13368,Men,Young,Mid
13369,Men,Middle,High
13370,Men,Middle,Low
13371,Men,Young,Mid
13372,Women,Middle,Mid
13373,Men,Middle,Low
13374,Men,Young,Mid
13375,Men,Older,Low
13376,Women,Middle,High
13377,Men,Older,High
13378,Women,Middle,High
13379,Men,Young,Low
13380,Women,Middle,High
13381,Men,Older,Mid
13382,Men,Older,High
13383,Men,Older,Low
13384,Men,Older,High
13385,Men,Young,Low
13386,Men,Older,Low
13387,Women,Middle,Low
13388,Men,Young,Low
13389,Men,Older,High
13390,Women,Middle,High
13391,Men,Middle,Mid
13392,Men,Young,Mid
13393,Men,Young,Low
13394,Men,Young,Mid
13395,Women,Middle,Low
13396,Men,Young,Low
13397,Men,Older,High
13398,Men,Middle,Low
13399,Women,Middle,Mid
13400,Men,Young,Mid
13401,Men,Older,High
13402,Men,Older,Mid
13403,Men,Young,Low
13404,Men,Middle,Low
13405,Men,Older,High
13406,Men,Young,Low
13407,Men,Older,Mid
13408,Men,Young,Low
13409,Men,Older,Low
13410,Men,Young,High
13411,Women,Middle,Low
13412,Men,Young,Low
13413,Men,Young,Mid
13414,Men,Young,Low
13415,Men,Young,Mid
13416,Women,Middle,Mid
13417,Men,Young,Mid
13418,Men,Young,Low
13419,Women,Middle,High
13420,Men,Older,Mid
13421,Men,Young,Mid
13422,Men,Older,Low
13423,Women,Middle,Mid
13424,Men,Middle,Low
13425,Men,Older,High
13426,Men,Young,Low
13427,Men,Older,Mid
13428,Men,Middle,Low
13429,Men,Older,Low
13430,Men,Older,High
13431,Men,Young,Low
13432,Men,Young,High
13433,Men,Older,High
13434,Men,Older,High
13435,Men,Older,High
13436,Women,Middle,Mid
13437,Men,Older,Mid
13438,Men,Middle,Mid
13439,Women,Middle,Low
13440,Men,Older,Mid
13441,Men,Middle,Low
13442,Women,Middle,Mid
13443,Women,Middle,Mid
13444,Men,Middle,Low
13445,Men,Young,Low
13446,Men,Young,Mid
13447,Women,Middle,Low
13448,Women,Middle,Low
13449,Women,Middle,Mid
13450,Men,Young,Low
13451,Men,Older,Low
13452,Men,Young,Low
13453,Men,Young,Low
13454,Women,Middle,Low
13455,Men,Middle,High
13456,Men,Older,Mid
13457,Men,Young,Mid
13458,Men,Middle,Low
13459,Men,Older,Mid
13460,Men,Middle,Mid
13461,Men,Young,Low
13462,Men,Older,Mid
13463,Men,Young,Mid
13464,Men,Middle,High
13465,Men,Older,Low
13466,Men,Young,Low
13467,Men,Middle,Mid
13468,Men,Older,Mid
13469,Men,Older,Low
13470,Men,Older,Low
13471,Men,Older,Mid
13472,Men,Older,Low
13473,Women,Middle,Mid
13474,Men,Middle,Low
13475,Men,Older,High
13476,Women,Middle,Mid
13477,Men,Older,Low
13478,Men,Middle,Low
13479,Men,Middle,High
13480,Men,Young,Low
13481,Men,Young,Mid
13482,Men,Older,Low
13483,Men,Young,High
13484,Men,Older,Low
13485,Men,Older,Mid
13486,Men,Middle,Mid
13487,Men,Young,Low
13488,Men,Middle,High
13489,Men,Older,Mid
13490,Men,Older,Mid
13491,Men,Young,Low
13492,Men,Older,High
13493,Men,Older,Mid
13494,Men,Middle,Mid
13495,Men,Older,Mid
13496,Women,Middle,Mid
13497,Men,Young,Low
13498,Men,Young,Low
13499,Men,Middle,Mid
13500,Men,Middle,Mid
13501,Men,Middle,Mid
13502,Women,Middle,Mid
13503,Men,Middle,Mid
13504,Men,Middle,Low
13505,Men,Young,Low
13506,Women,Middle,Mid
13507,Men,Young,Mid
13508,Men,Middle,Mid
13509,Women,Middle,Mid
13510,Men,Older,Low
13511,Men,Older,High
13512,Men,Young,Low
13513,Women,Middle,Mid
13514,Men,Older,Low
13515,Men,Older,Mid
13516,Men,Middle,Low
13517,Men,Middle,Mid
13518,Men,Older,Low
13519,Men,Young,Low
13520,Men,Older,Mid
13521,Men,Older,Mid
13522,Men,Young,Low
13523,Men,Middle,Mid
13524,Men,Older,Mid
13525,Men,Older,Low
13526,Men,Older,High
13527,Women,Middle,Low
13528,Men,Older,High
13529,Men,Middle,High
13530,Women,Middle,Low
13531,Men,Older,Mid
13532,Men,Young,Low
13533,Men,Older,Mid
13534,Men,Young,Low
13535,Men,Young,Low
13536,Women,Middle,High
13537,Men,Older,Mid
13538,Men,Older,Low
13539,Men,Young,Mid
13540,Men,Young,Mid
13541,Men,Older,High
13542,Men,Young,Mid
13543,Women,Middle,Low
13544,Men,Young,Mid
13545,Men,Middle,Mid
13546,Men,Middle,High
13547,Men,Older,High
13548,Men,Older,Low
13549,Men,Middle,Mid
13550,Men,Young,Mid
13551,Men,Young,High
13552,Men,Older,Mid
13553,Men,Older,Mid
13554,Men,Older,High
13555,Men,Young,High
13556,Women,Middle,High
13557,Men,Older,Mid
13558,Men,Middle,High
13559,Men,Young,Low
13560,Men,Young,High
13561,Men,Older,Mid
13562,Men,Older,Mid
13563,Men,Older,Mid
13564,Women,Middle,Low
13565,Men,Young,Mid
13566,Women,Middle,Low
13567,Men,Older,Mid
13568,Men,Middle,Mid
13569,Men,Older,Low
13570,Men,Young,Mid
13571,Men,Middle,Mid
13572,Men,Young,High
13573,Men,Young,Low
13574,Women,Middle,Low
13575,Women,Middle,Mid
13576,Men,Older,Mid
13577,Men,Young,Low
13578,Men,Young,Low
13579,Women,Middle,High
13580,Men,Older,Mid
13581,Women,Middle,Mid
13582,Men,Young,High
13583,Men,Older,Mid
13584,Men,Young,Mid
13585,Men,Older,High
13586,Men,Young,Low
13587,Men,Middle,High
13588,Men,Older,Mid
13589,Men,Older,Mid
13590,Men,Middle,Low
13591,Men,Young,Low
13592,Women,Middle,Low
13593,Men,Young,Mid
13594,Men,Older,Mid
13595,Men,Middle,Low
13596,Men,Young,High
13597,Men,Young,Low
13598,Men,Young,Low
13599,Women,Middle,Low
13600,Women,Middle,Mid
13601,Men,Young,Low
13602,Men,Young,Low
13603,Men,Older,Mid
13604,Women,Middle,Low
13605,Men,Young,Mid
13606,Men,Older,High
13607,Women,Middle,Low
13608,Men,Older,Low
13609,Men,Young,Low
13610,Men,Middle,Mid
13611,Men,Young,High
13612,Men,Young,Low
13613,Men,Young,Low
13614,Men,Young,Low
13615,Women,Middle,Mid
13616,Men,Middle,Low
13617,Women,Middle,Mid
13618,Men,Older,Low
13619,Men,Young,High
13620,Men,Young,Mid
13621,Women,Middle,Mid
13622,Men,Young,High
13623,Men,Middle,Low
13624,Men,Young,Low
13625,Women,Middle,Mid
13626,Women,Middle,Low
13627,Men,Older,Low
13628,Women,Middle,Mid
13629,Men,Older,Low
13630,Men,Middle,Low
13631,Men,Young,Low
13632,Men,Older,Low
13633,Men,Older,High
13634,Men,Middle,Mid
13635,Men,Older,Mid
13636,Men,Older,High
13637,Women,Middle,High
13638,Men,Middle,Low
13639,Women,Middle,Low
13640,Men,Young,Low
13641,Men,Young,Low
13642,Men,Older,Mid
13643,Men,Middle,Mid
13644,Men,Young,Low
13645,Men,Older,Low
13646,Men,Middle,Mid
13647,Women,Middle,Low
13648,Men,Young,Low
13649,Women,Middle,Mid
13650,Men,Young,Low
13651,Men,Older,Mid
13652,Men,Older,High
13653,Men,Older,High
13654,Women,Middle,Low
13655,Men,Older,Mid
13656,Men,Middle,Mid
13657,Men,Older,Mid
13658,Men,Young,Low
13659,Men,Middle,High
13660,Men,Older,High
